Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count
8875,15,1997.0,0,457,0.14,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
465,15,2000.0,8,4,0.14,0.09,0.0,0.02,0.24,48.0,8.0
5314,19,2005.0,10,457,0.23,0.0,0.0,0.02,0.24,80.0,26.0
8697,30,2015.0,0,21,0.17,0.05,0.0,0.02,0.24,76.0,15.0
11235,20,2012.0,0,360,0.1,0.01,0.1,0.04,0.24,82.0,56.0
1053,16,2002.0,3,490,0.12,0.09,0.0,0.03,0.24,63.0,20.0
3755,15,1999.0,9,277,0.0,0.0,0.23,0.02,0.24,68.96767850559173,26.360820941378886
11057,16,2003.0,10,277,0.12,0.09,0.0,0.03,0.24,68.96767850559173,26.360820941378886
8140,29,2004.0,6,349,0.18,0.05,0.0,0.01,0.24,68.96767850559173,26.360820941378886
6520,15,1995.0,10,457,0.0,0.0,0.23,0.02,0.24,68.96767850559173,26.360820941378886
10649,16,2003.0,4,17,0.12,0.09,0.0,0.03,0.24,63.0,20.0
8229,18,2014.0,0,502,0.08,0.07,0.06,0.03,0.24,76.0,31.0
155,2,2011.0,9,349,0.1,0.06,0.08,0.01,0.24,71.0,37.0
5585,16,2006.0,2,85,0.11,0.08,0.02,0.03,0.24,68.96767850559173,26.360820941378886
7472,19,2011.0,10,277,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
10151,16,2005.0,8,139,0.12,0.09,0.0,0.03,0.24,84.0,39.0
2631,20,2011.0,0,502,0.05,0.06,0.11,0.02,0.24,67.0,35.0
535,17,2011.0,7,364,0.05,0.0,0.18,0.01,0.24,68.96767850559173,26.360820941378886
3954,7,2005.0,9,527,0.19,0.05,0.0,0.01,0.24,83.0,14.0
2211,4,2009.0,3,127,0.07,0.0,0.16,0.01,0.24,68.96767850559173,26.360820941378886
3511,29,2002.0,0,85,0.14,0.04,0.05,0.01,0.24,83.0,27.0
1776,6,2005.0,4,361,0.17,0.06,0.0,0.0,0.24,70.0,30.0
4684,15,1997.0,2,558,0.04,0.03,0.16,0.02,0.24,68.96767850559173,26.360820941378886
10464,17,2008.0,8,91,0.21,0.01,0.0,0.02,0.24,42.0,28.0
3370,15,1997.0,0,415,0.13,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
1555,28,2008.0,11,139,0.16,0.06,0.0,0.02,0.24,68.96767850559173,26.360820941378886
4118,13,2011.0,8,490,0.11,0.1,0.0,0.03,0.24,70.0,36.0
1624,29,2003.0,6,488,0.18,0.05,0.0,0.01,0.24,53.0,4.0
7083,4,2010.0,7,21,0.22,0.01,0.0,0.02,0.24,56.0,6.0
3336,17,2009.0,6,91,0.08,0.11,0.0,0.04,0.24,67.0,44.0
6330,19,2009.0,10,139,0.21,0.0,0.01,0.02,0.24,64.0,4.0
1115,29,2003.0,6,17,0.18,0.05,0.0,0.01,0.24,88.0,23.0
9289,16,2005.0,3,447,0.12,0.09,0.0,0.03,0.24,78.0,25.0
4853,29,2003.0,8,349,0.18,0.05,0.0,0.01,0.24,75.0,26.0
5291,19,2009.0,7,209,0.19,0.0,0.03,0.02,0.24,80.0,26.0
7105,7,2005.0,0,527,0.19,0.05,0.0,0.01,0.24,81.0,30.0
1866,26,2007.0,3,21,0.22,0.0,0.0,0.02,0.24,42.0,5.0
9204,16,2003.0,7,63,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
7471,19,2010.0,10,277,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
9981,7,2001.0,6,139,0.19,0.05,0.0,0.01,0.24,67.0,16.0
1399,2,2015.0,4,361,0.09,0.08,0.06,0.02,0.24,68.96767850559173,26.360820941378886
2622,28,2011.0,0,502,0.16,0.06,0.0,0.02,0.24,58.0,22.0
4594,16,2006.0,3,447,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
10324,13,2015.0,11,447,0.09,0.13,0.0,0.02,0.24,80.0,66.0
561,29,2001.0,0,325,0.18,0.05,0.0,0.01,0.24,52.0,26.0
7061,4,2008.0,9,490,0.22,0.0,0.0,0.02,0.24,68.96767850559173,26.360820941378886
2418,29,2005.0,2,53,0.18,0.05,0.0,0.01,0.24,51.0,11.0
4667,17,2011.0,3,527,0.1,0.1,0.0,0.04,0.24,68.96767850559173,26.360820941378886
116,17,2008.0,3,294,0.21,0.01,0.0,0.02,0.24,60.0,12.0
1662,19,2005.0,6,546,0.16,0.05,0.0,0.03,0.24,68.0,9.0
8196,16,2003.0,7,447,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
9954,26,2009.0,3,527,0.22,0.0,0.0,0.02,0.24,68.96767850559173,26.360820941378886
6147,6,2005.0,5,349,0.17,0.06,0.0,0.0,0.24,68.96767850559173,26.360820941378886
6493,16,2005.0,6,533,0.12,0.09,0.0,0.03,0.24,68.96767850559173,26.360820941378886
6027,16,2007.0,6,21,0.12,0.09,0.0,0.03,0.24,68.96767850559173,26.360820941378886
518,28,2012.0,0,85,0.15,0.06,0.01,0.02,0.24,71.0,54.0
3947,7,2004.0,7,303,0.19,0.05,0.0,0.01,0.24,70.0,12.0
4543,16,2008.0,10,277,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
3323,0,1981.0,0,493,0.22,0.01,0.0,0.0,0.24,68.96767850559173,26.360820941378886
7742,10,2000.0,2,327,0.19,0.05,0.0,0.0,0.24,68.96767850559173,26.360820941378886
459,10,2000.0,0,4,0.19,0.05,0.0,0.0,0.24,68.96767850559173,26.360820941378886
7033,10,1999.0,0,327,0.19,0.05,0.0,0.0,0.24,68.96767850559173,26.360820941378886
8854,10,1999.0,3,17,0.19,0.05,0.0,0.0,0.24,68.96767850559173,26.360820941378886
5868,10,2000.0,3,327,0.19,0.05,0.0,0.0,0.24,68.96767850559173,26.360820941378886
7917,10,1999.0,6,490,0.19,0.05,0.0,0.0,0.24,68.96767850559173,26.360820941378886
3120,4,2006.0,1,527,0.1,0.01,0.12,0.01,0.24,75.0,42.0
6363,16,2002.0,10,447,0.12,0.09,0.0,0.03,0.24,83.0,17.0
5933,17,2009.0,0,349,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
6455,30,2016.0,10,139,0.2,0.01,0.0,0.03,0.24,77.0,23.0
6398,29,2003.0,10,139,0.18,0.05,0.0,0.01,0.24,81.0,16.0
5271,15,1998.0,4,374,0.13,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
602,28,2009.0,0,21,0.2,0.02,0.0,0.02,0.24,60.0,16.0
3009,7,2005.0,0,21,0.19,0.05,0.0,0.01,0.24,61.0,32.0
5082,2,2014.0,0,550,0.1,0.12,0.0,0.02,0.24,68.96767850559173,26.360820941378886
10273,6,2005.0,10,21,0.17,0.06,0.0,0.0,0.24,64.0,7.0
5816,13,2010.0,8,490,0.0,0.19,0.0,0.05,0.24,81.0,40.0
2024,6,2004.0,4,361,0.0,0.0,0.23,0.01,0.24,68.96767850559173,26.360820941378886
3254,15,1998.0,8,17,0.13,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
4287,4,2009.0,1,527,0.1,0.12,0.0,0.02,0.24,68.96767850559173,26.360820941378886
7698,16,2003.0,0,457,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
2441,28,2015.0,2,349,0.17,0.04,0.0,0.02,0.24,68.96767850559173,26.360820941378886
10613,19,2006.0,7,432,0.15,0.0,0.07,0.01,0.24,53.0,29.0
9788,29,2003.0,4,546,0.18,0.05,0.0,0.01,0.24,68.96767850559173,26.360820941378886
2061,18,2016.0,8,21,0.05,0.15,0.0,0.04,0.24,68.96767850559173,26.360820941378886
2903,2,2013.0,10,139,0.0,0.22,0.0,0.01,0.24,68.96767850559173,26.360820941378886
1848,16,2008.0,9,277,0.12,0.09,0.0,0.03,0.24,61.0,9.0
9816,4,2008.0,0,447,0.22,0.0,0.0,0.02,0.24,50.0,15.0
9676,28,2011.0,0,527,0.07,0.13,0.0,0.03,0.24,63.0,35.0
1388,0,1980.0,3,53,0.22,0.01,0.0,0.0,0.24,68.96767850559173,26.360820941378886
3332,23,1996.0,7,468,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
2798,2,2015.0,7,364,0.09,0.01,0.13,0.01,0.24,77.0,44.0
11371,30,2013.0,3,298,0.17,0.05,0.0,0.02,0.24,73.0,5.0
5279,4,2007.0,7,432,0.16,0.0,0.06,0.01,0.24,70.0,25.0
983,26,2008.0,3,139,0.2,0.02,0.0,0.02,0.24,68.96767850559173,26.360820941378886
76,29,2001.0,6,191,0.18,0.05,0.0,0.01,0.24,59.0,15.0
4629,4,2007.0,6,490,0.22,0.0,0.0,0.02,0.24,72.0,7.0
11153,15,2002.0,6,556,0.13,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
1645,4,2008.0,5,432,0.05,0.15,0.0,0.03,0.24,63.0,20.0
3677,6,2004.0,0,496,0.17,0.06,0.0,0.0,0.24,68.0,33.0
551,4,2008.0,7,432,0.11,0.0,0.12,0.01,0.24,71.0,29.0
2338,6,2004.0,1,183,0.17,0.06,0.0,0.0,0.24,68.96767850559173,26.360820941378886
9008,17,2013.0,0,349,0.1,0.1,0.0,0.04,0.24,68.96767850559173,26.360820941378886
2529,28,2011.0,3,447,0.16,0.06,0.0,0.02,0.24,53.0,31.0
7824,26,2008.0,0,85,0.13,0.03,0.06,0.01,0.24,62.0,17.0
7960,30,2016.0,10,6,0.05,0.17,0.0,0.02,0.24,87.0,22.0
6215,16,2003.0,3,457,0.12,0.09,0.0,0.03,0.24,46.0,21.0
8906,26,2010.0,0,21,0.12,0.09,0.0,0.02,0.24,75.0,13.0
10923,15,1998.0,0,248,0.13,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
3529,19,2007.0,0,496,0.22,0.0,0.0,0.02,0.24,49.0,17.0
8397,16,2004.0,7,327,0.12,0.09,0.0,0.03,0.24,85.0,49.0
11136,17,2011.0,0,21,0.14,0.07,0.0,0.03,0.24,50.0,33.0
2547,19,2007.0,6,527,0.03,0.14,0.0,0.07,0.24,57.0,28.0
3919,17,2007.0,0,139,0.18,0.03,0.0,0.03,0.24,67.0,35.0
5865,19,2005.0,3,327,0.21,0.0,0.0,0.02,0.24,63.0,24.0
6692,26,2011.0,3,496,0.21,0.01,0.0,0.01,0.24,68.96767850559173,26.360820941378886
6964,15,1995.0,10,139,0.13,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
1642,15,2000.0,0,457,0.13,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
774,19,2010.0,4,110,0.1,0.09,0.0,0.05,0.24,68.96767850559173,26.360820941378886
309,4,2008.0,1,409,0.13,0.08,0.0,0.02,0.24,68.96767850559173,26.360820941378886
3414,15,2000.0,8,217,0.13,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
2621,28,2009.0,0,502,0.16,0.01,0.04,0.02,0.24,59.0,24.0
10044,17,2012.0,1,161,0.05,0.14,0.0,0.04,0.24,65.0,16.0
2933,29,2006.0,10,139,0.18,0.05,0.0,0.01,0.24,77.0,22.0
6331,18,2013.0,10,139,0.15,0.05,0.0,0.04,0.24,43.0,25.0
3373,28,2009.0,0,139,0.17,0.05,0.0,0.02,0.24,42.0,59.0
7326,6,2003.0,0,274,0.17,0.06,0.0,0.0,0.24,68.96767850559173,26.360820941378886
3455,17,2012.0,7,161,0.1,0.1,0.0,0.03,0.24,53.0,14.0
3588,19,2013.0,7,349,0.0,0.0,0.24,0.0,0.24,68.96767850559173,26.360820941378886
5070,27,2016.0,0,550,0.12,0.1,0.0,0.02,0.24,69.0,4.0
6959,26,2008.0,10,380,0.02,0.21,0.0,0.01,0.24,51.0,18.0
11136,28,2011.0,0,21,0.18,0.04,0.0,0.02,0.24,47.0,51.0
8390,15,1998.0,3,357,0.13,0.09,0.0,0.02,0.24,68.96767850559173,26.360820941378886
2959,28,2009.0,7,66,0.16,0.06,0.0,0.02,0.24,68.96767850559173,26.360820941378886
7668,0,1988.0,0,21,0.22,0.01,0.0,0.0,0.24,68.96767850559173,26.360820941378886
1882,0,1981.0,8,307,0.22,0.01,0.0,0.0,0.24,68.96767850559173,26.360820941378886
7184,28,2011.0,3,490,0.16,0.05,0.0,0.02,0.24,53.0,4.0
7460,28,2013.0,0,277,0.07,0.15,0.0,0.02,0.24,80.0,23.0
9762,28,2006.0,0,139,0.2,0.02,0.0,0.02,0.24,68.96767850559173,26.360820941378886
10871,26,2007.0,10,85,0.19,0.0,0.03,0.02,0.24,68.96767850559173,26.360820941378886
339,13,2011.0,5,161,0.0,0.18,0.0,0.05,0.24,68.96767850559173,26.360820941378886
7184,17,2011.0,3,490,0.15,0.06,0.0,0.03,0.24,62.0,4.0
7543,17,2010.0,10,527,0.06,0.13,0.0,0.04,0.24,46.0,12.0
10120,19,2009.0,10,139,0.12,0.07,0.0,0.05,0.24,70.0,7.0
4289,4,2009.0,9,527,0.15,0.06,0.0,0.02,0.24,68.96767850559173,26.360820941378886
2322,26,2010.0,4,490,0.21,0.01,0.0,0.02,0.24,56.0,4.0
192,28,2009.0,0,53,0.16,0.05,0.0,0.02,0.24,65.0,70.0
395,17,2010.0,7,502,0.08,0.01,0.13,0.01,0.24,61.0,27.0
6262,16,2007.0,6,139,0.12,0.09,0.0,0.03,0.24,56.0,9.0
1057,26,2009.0,1,527,0.11,0.1,0.0,0.02,0.24,74.0,29.0
2266,28,2009.0,7,113,0.18,0.04,0.0,0.02,0.24,62.0,37.0
831,17,2012.0,9,277,0.1,0.08,0.02,0.03,0.23,73.0,27.0
1764,13,2011.0,7,461,0.16,0.06,0.0,0.02,0.23,72.0,27.0
602,17,2009.0,0,21,0.19,0.03,0.0,0.02,0.23,63.0,10.0
6582,4,2006.0,7,495,0.22,0.0,0.0,0.02,0.23,62.0,18.0
4754,16,2004.0,3,277,0.11,0.09,0.0,0.03,0.23,76.0,26.0
10780,16,2003.0,4,60,0.11,0.09,0.0,0.03,0.23,68.96767850559173,26.360820941378886
422,4,2009.0,5,490,0.22,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
3551,2,2015.0,0,361,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
5261,4,2010.0,9,277,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
7427,26,2010.0,0,527,0.1,0.11,0.0,0.02,0.23,77.0,24.0
2216,4,2009.0,1,127,0.21,0.01,0.0,0.02,0.23,66.0,7.0
5944,16,2006.0,0,349,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
9123,15,1998.0,2,543,0.13,0.09,0.0,0.02,0.23,68.96767850559173,26.360820941378886
2451,20,2016.0,0,466,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
803,26,2009.0,3,490,0.0,0.22,0.0,0.02,0.23,68.96767850559173,26.360820941378886
9315,6,2003.0,11,63,0.0,0.0,0.23,0.01,0.23,68.96767850559173,26.360820941378886
6332,18,2014.0,10,139,0.16,0.04,0.0,0.04,0.23,59.0,24.0
6279,29,2003.0,6,139,0.18,0.05,0.0,0.01,0.23,85.0,14.0
1088,29,2002.0,0,139,0.18,0.05,0.0,0.01,0.23,79.0,30.0
5361,19,2009.0,6,490,0.18,0.03,0.0,0.03,0.23,68.96767850559173,26.360820941378886
3917,29,2005.0,0,139,0.18,0.05,0.0,0.01,0.23,68.0,26.0
10389,4,2010.0,8,21,0.21,0.01,0.0,0.02,0.23,68.96767850559173,26.360820941378886
8250,4,2008.0,7,447,0.09,0.0,0.13,0.01,0.23,63.0,20.0
3917,4,2005.0,0,139,0.2,0.01,0.0,0.02,0.23,68.0,15.0
10715,28,2007.0,3,325,0.19,0.02,0.0,0.02,0.23,56.0,42.0
7492,3,1999.0,10,447,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
8567,4,2008.0,3,21,0.22,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
1183,17,2011.0,10,21,0.17,0.03,0.0,0.03,0.23,68.96767850559173,26.360820941378886
4171,4,2008.0,9,6,0.22,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
8289,4,2009.0,5,527,0.0,0.23,0.0,0.0,0.23,68.96767850559173,26.360820941378886
11045,29,2002.0,10,447,0.17,0.05,0.0,0.01,0.23,85.0,20.0
9643,16,2004.0,6,53,0.11,0.09,0.0,0.03,0.23,73.0,34.0
9073,29,2003.0,6,143,0.17,0.05,0.0,0.01,0.23,68.96767850559173,26.360820941378886
2639,17,2013.0,0,502,0.0,0.0,0.23,0.0,0.23,64.0,35.0
3974,20,2012.0,3,447,0.0,0.0,0.23,0.0,0.23,81.0,10.0
9874,20,2013.0,7,364,0.05,0.02,0.14,0.02,0.23,77.0,20.0
4489,16,2001.0,6,17,0.11,0.09,0.0,0.03,0.23,35.0,9.0
9967,16,2002.0,0,530,0.11,0.09,0.0,0.03,0.23,47.0,12.0
7947,28,2009.0,3,294,0.22,0.0,0.0,0.02,0.23,66.0,4.0
5265,4,2011.0,3,432,0.13,0.07,0.0,0.02,0.23,68.96767850559173,26.360820941378886
5146,16,2006.0,10,447,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
9714,17,2008.0,8,447,0.14,0.07,0.0,0.03,0.23,72.0,42.0
6023,16,2005.0,7,85,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
5814,4,2005.0,5,361,0.15,0.01,0.06,0.01,0.23,88.0,49.0
286,10,2000.0,10,17,0.22,0.01,0.0,0.0,0.23,68.96767850559173,26.360820941378886
9019,7,2002.0,8,21,0.18,0.05,0.0,0.01,0.23,75.0,17.0
10238,7,2003.0,0,527,0.18,0.05,0.0,0.01,0.23,89.0,19.0
10691,28,2011.0,10,447,0.11,0.09,0.01,0.02,0.23,70.0,37.0
2677,16,2003.0,10,447,0.11,0.09,0.0,0.03,0.23,90.0,19.0
3943,5,1997.0,9,539,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
2103,28,2012.0,6,91,0.08,0.13,0.0,0.02,0.23,75.0,53.0
9818,29,2005.0,0,546,0.17,0.05,0.0,0.01,0.23,84.0,47.0
6390,16,2002.0,10,457,0.11,0.09,0.0,0.03,0.23,53.0,19.0
9680,28,2014.0,0,21,0.1,0.11,0.0,0.02,0.23,68.96767850559173,26.360820941378886
3795,15,1998.0,2,349,0.13,0.09,0.0,0.02,0.23,61.0,4.0
10683,21,1995.0,2,447,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
11146,13,2016.0,11,496,0.09,0.12,0.0,0.02,0.23,88.0,104.0
5292,21,1996.0,7,265,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
7961,7,2002.0,4,490,0.18,0.05,0.0,0.01,0.23,53.0,6.0
8425,4,2008.0,10,527,0.21,0.0,0.0,0.02,0.23,63.0,4.0
5306,26,2007.0,6,567,0.21,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
1709,17,2008.0,7,364,0.14,0.02,0.05,0.02,0.23,52.0,32.0
10234,15,2001.0,8,527,0.13,0.09,0.0,0.02,0.23,68.96767850559173,26.360820941378886
9906,26,2010.0,0,550,0.17,0.05,0.0,0.02,0.23,58.0,21.0
6480,15,2000.0,10,457,0.13,0.09,0.0,0.02,0.23,78.0,11.0
1199,17,2009.0,10,23,0.21,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
7548,28,2011.0,0,490,0.2,0.02,0.0,0.02,0.23,68.96767850559173,26.360820941378886
11258,6,2005.0,3,277,0.17,0.06,0.0,0.0,0.23,68.96767850559173,26.360820941378886
3438,27,2013.0,3,361,0.05,0.06,0.12,0.01,0.23,68.96767850559173,26.360820941378886
1545,15,1998.0,9,415,0.13,0.09,0.0,0.02,0.23,68.96767850559173,26.360820941378886
5224,26,2007.0,0,550,0.21,0.01,0.0,0.02,0.23,27.0,7.0
4517,4,2010.0,5,473,0.11,0.1,0.0,0.02,0.23,68.96767850559173,26.360820941378886
8437,4,2010.0,1,161,0.07,0.14,0.0,0.03,0.23,48.0,11.0
482,26,2009.0,10,91,0.0,0.22,0.0,0.01,0.23,68.96767850559173,26.360820941378886
5392,6,2005.0,10,139,0.17,0.06,0.0,0.0,0.23,71.0,7.0
5389,17,2008.0,0,21,0.12,0.08,0.0,0.03,0.23,58.0,13.0
9829,12,1994.0,2,439,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
5733,26,2010.0,1,490,0.15,0.06,0.0,0.02,0.23,68.96767850559173,26.360820941378886
7086,15,1996.0,0,34,0.13,0.09,0.0,0.02,0.23,68.96767850559173,26.360820941378886
6299,28,2005.0,0,496,0.21,0.01,0.0,0.02,0.23,81.0,33.0
6262,17,2007.0,6,139,0.15,0.05,0.0,0.03,0.23,57.0,21.0
5468,16,2010.0,10,496,0.11,0.09,0.0,0.03,0.23,68.96767850559173,26.360820941378886
7950,26,2008.0,3,294,0.2,0.01,0.0,0.02,0.23,68.96767850559173,26.360820941378886
10987,2,2011.0,3,21,0.22,0.0,0.0,0.01,0.23,68.96767850559173,26.360820941378886
5416,29,2004.0,0,496,0.17,0.05,0.0,0.01,0.23,66.0,33.0
3676,17,2012.0,10,139,0.09,0.1,0.0,0.04,0.23,73.0,36.0
2640,28,2009.0,0,502,0.13,0.06,0.02,0.02,0.23,59.0,18.0
231,16,2001.0,10,457,0.11,0.09,0.0,0.03,0.23,70.0,18.0
5678,6,2002.0,4,85,0.16,0.06,0.0,0.0,0.23,68.96767850559173,26.360820941378886
7696,17,2012.0,1,457,0.19,0.01,0.0,0.03,0.23,68.96767850559173,26.360820941378886
2782,27,2012.0,0,127,0.13,0.07,0.01,0.02,0.23,57.0,14.0
118,19,2012.0,1,349,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
9649,5,1992.0,5,361,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
7493,16,2003.0,10,447,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
6170,17,2009.0,0,502,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
11048,16,2007.0,3,21,0.11,0.09,0.0,0.03,0.23,68.96767850559173,26.360820941378886
1287,17,2011.0,3,457,0.13,0.06,0.0,0.04,0.23,66.0,25.0
10235,13,2015.0,8,527,0.13,0.08,0.0,0.02,0.23,79.0,37.0
5632,19,2005.0,5,349,0.13,0.01,0.08,0.0,0.23,68.96767850559173,26.360820941378886
10891,4,2008.0,9,53,0.2,0.01,0.0,0.02,0.23,68.96767850559173,26.360820941378886
3505,16,2005.0,0,457,0.11,0.09,0.0,0.03,0.23,74.0,49.0
9802,19,2009.0,1,349,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
1702,15,1997.0,0,178,0.13,0.09,0.0,0.01,0.23,68.96767850559173,26.360820941378886
642,6,2007.0,1,21,0.16,0.06,0.0,0.0,0.23,68.96767850559173,26.360820941378886
9519,19,2009.0,2,349,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
8182,4,2008.0,10,447,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
9824,16,2003.0,6,138,0.11,0.09,0.0,0.03,0.23,55.0,18.0
5695,6,2004.0,7,85,0.16,0.06,0.0,0.0,0.23,68.96767850559173,26.360820941378886
10370,26,2010.0,6,161,0.09,0.11,0.0,0.02,0.23,74.0,17.0
10516,26,2008.0,3,127,0.18,0.03,0.0,0.02,0.23,59.0,17.0
8991,23,1996.0,7,145,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
3289,29,2003.0,8,139,0.17,0.05,0.0,0.01,0.23,82.0,23.0
641,26,2009.0,1,21,0.21,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
5399,19,2011.0,10,139,0.21,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
8767,29,2003.0,8,21,0.17,0.05,0.0,0.01,0.23,61.0,26.0
2199,16,2007.0,1,127,0.11,0.09,0.0,0.03,0.23,68.96767850559173,26.360820941378886
7949,26,2008.0,3,294,0.17,0.04,0.0,0.02,0.23,68.96767850559173,26.360820941378886
5288,4,2006.0,7,277,0.17,0.01,0.04,0.01,0.23,82.0,39.0
4161,4,2007.0,6,21,0.21,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
6577,4,2005.0,2,514,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
3154,16,2006.0,7,466,0.06,0.05,0.1,0.02,0.23,87.0,4.0
10744,2,2011.0,2,490,0.15,0.06,0.0,0.02,0.23,71.0,12.0
301,15,1997.0,7,415,0.13,0.09,0.0,0.01,0.23,86.0,9.0
11054,17,2010.0,10,277,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
6073,26,2007.0,2,327,0.19,0.02,0.0,0.02,0.23,71.0,29.0
5400,27,2012.0,10,139,0.21,0.0,0.0,0.02,0.23,75.0,9.0
1026,16,2008.0,0,490,0.11,0.09,0.0,0.03,0.23,68.96767850559173,26.360820941378886
9304,23,1991.0,8,361,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
7669,15,1998.0,0,178,0.13,0.09,0.0,0.01,0.23,68.96767850559173,26.360820941378886
9318,15,1999.0,11,63,0.0,0.0,0.21,0.01,0.23,68.96767850559173,26.360820941378886
10382,18,2015.0,0,21,0.1,0.09,0.0,0.04,0.23,77.0,50.0
1290,2,2011.0,6,127,0.21,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
3900,17,2009.0,1,127,0.14,0.06,0.0,0.03,0.23,68.96767850559173,26.360820941378886
931,16,2003.0,8,567,0.11,0.09,0.0,0.03,0.23,58.0,12.0
6417,16,2003.0,10,327,0.11,0.09,0.0,0.03,0.23,73.0,20.0
10128,7,2002.0,10,139,0.18,0.05,0.0,0.01,0.23,90.0,10.0
9961,15,1995.0,8,374,0.06,0.04,0.12,0.01,0.23,68.96767850559173,26.360820941378886
9501,18,2016.0,7,349,0.0,0.0,0.23,0.0,0.23,68.96767850559173,26.360820941378886
4212,4,2008.0,9,177,0.21,0.0,0.0,0.01,0.23,68.96767850559173,26.360820941378886
7200,19,2005.0,3,402,0.2,0.01,0.0,0.02,0.23,73.0,27.0
7258,15,1997.0,2,543,0.06,0.04,0.12,0.01,0.23,68.96767850559173,26.360820941378886
2180,19,2006.0,7,502,0.15,0.01,0.04,0.02,0.23,87.0,37.0
794,29,2004.0,3,567,0.17,0.05,0.0,0.01,0.23,68.96767850559173,26.360820941378886
10352,20,2014.0,0,502,0.02,0.02,0.17,0.01,0.23,82.0,5.0
1891,30,2015.0,7,349,0.14,0.07,0.0,0.02,0.23,68.96767850559173,26.360820941378886
4008,26,2010.0,1,349,0.15,0.06,0.0,0.02,0.23,68.96767850559173,26.360820941378886
7,16,2006.0,7,349,0.11,0.09,0.0,0.03,0.23,68.96767850559173,26.360820941378886
8144,19,2005.0,10,139,0.19,0.02,0.0,0.02,0.23,79.0,23.0
6373,19,2008.0,10,139,0.21,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
4127,26,2007.0,10,6,0.21,0.0,0.0,0.02,0.23,68.96767850559173,26.360820941378886
8067,17,2011.0,7,303,0.14,0.0,0.07,0.02,0.23,55.0,12.0
11232,19,2009.0,7,157,0.14,0.0,0.08,0.02,0.23,79.0,27.0
6391,16,2003.0,10,457,0.11,0.09,0.0,0.03,0.23,61.0,15.0
6729,20,2012.0,0,502,0.1,0.05,0.04,0.03,0.23,68.96767850559173,26.360820941378886
